<http://dbpedia.org/resource/Agnes_Baltsa>,Agnes Baltsa,agnes baltsa greek a m born 19 november 1944 is a leading greek mezzosopranobaltsa was born in lefkada she began playing piano at the age of six before moving to athens in 1958 to concentrate on singing she graduated from the greek national conservatoire in 1965 and then travelled to munich to continue studying under a maria callas scholarship baltsa made her first appearance in an opera in 1968 as cherubino in the marriage of figaro at frankfurt opera before going on to appear as octavian in der rosenkavalier at the vienna state opera in 1970 under the guidance of herbert von karajan she soon became a regular at the prestigious salzburg festival she became kammersngerin of the vienna state opera in 1980her most well known performance is that of carmen by georges bizet which she has sung a number of times with jos carreras she has also sung works by mozart notably cos fan tutte rossini il barbiere di siviglia la cenerentola semiramide litaliana in algeri mascagni cavalleria rusticana saintsans samson et dalila verdi aida la forza del destino il trovatore don carlos bellini i capuleti e i montecchi and donizetti il campanello maria stuardashe also starred in the austrian film duett in 1992 playing an opera singer
<http://dbpedia.org/resource/Zvonimir_Juri%C4%87>,Zvonimir Juri%C4%87,zvonimir juri born 4 june 1971 is a croatian film director and screenwriterborn in osijek juri finished his primary and secondary education in his hometown as a teenager the 1980s he appeared in minor roles in a number of tv series produced by tv zagreb such as the 10part biographical series nikola tesla 1977 the partisan series nepokoreni grad 1982 and the popular childrens series smogovci 1982after graduating from high school juri spent the 199192 semester studying film directing at the loyola marymount university in los angeles in 1992 he returned to croatia and enrolled at the film directing department of the academy of dramatic art in zagreb while a student at the academy juri directed several short films and documentarieshis feature film directorial debut which he codirected and cowritten with goran devi was a critically acclaimed 2009 psychological war drama titled the blacks the film deals with a fictional croatian army unit who refuse to lay down their arms during a ceasefire in the croatian war of independence the film won juri and devi the golden arena for best director at the 2009 pula film festival the croatian national film awards it went on to be selected as croatias submission to the 83rd academy awards for the academy award for best foreign language film but it failed to make the final shortlist
<http://dbpedia.org/resource/John-Paul_Himka>,John-Paul Himka,johnpaul himka born may 18 1949 in detroit michigan is a canadian historian and retired professor of history of the university of alberta in edmonton he is of mixed ethnic background ukrainian on fathers side and italian on mothers initially he wanted to become a greek catholic priest and studied at st basil seminary in stamford connecticut however due to the radicalization of his political views to the left by the end of the 1960s he did not pursue that vocationhimka received his ba in byzantineslavonic studies and phd in history from university of michigan in 1971 and 1977 respectively the title of his phd dissertation was polish and ukrainian socialism austria 18671890 as a historian himka was a marxist in the 1970s80s but became influenced by the postmodernism in the 1990s in 2012 he defined his methodology in history as eclecticsince 1977 he taught at university of alberta department of history and classics he became full professor in 1992 and retired from the university in 2014in his academic interests himka focused on history of greek catholic church and socialism in habsburg galicia sacred culture of the eastern slavs on iconography in particular and the holocaust in ukraine since the late 1990s his contention with what he calls ukrainian nationalist historical myths became subject of increasing sometimes heated debates both in ukraine and ukrainian diaspora especially in north america himka challenged the interpretation of holodomor as a genocide and the view that ukrainian nationalism and nationalists played none or almost to none role in the holocaust in ukraine he also opposed official glorification of such nationalistic heroes as roman shukhevych and stepan bandera in ukraine during presidency of viktor yushchenko
<http://dbpedia.org/resource/Elisha_Qimron>,Elisha Qimron,elisha qimron is an academic in the study of ancient hebrew in which he took his phd in 1976 at the hebrew university of jerusalem writing his dissertation on the hebrew of the scrolls currently he is a professor in the department of hebrew language at bengurion university of the negev in israel for several decades he has been one of the team of international scholars working on the dead sea scrolls in particular on the texts found in cave 4 at qumranin 1979 qimron was coopted by john strugnell the editorinchief of the dead sea scrolls publication team to assist in completing longoverdue work on the halakhic letter 4qmmt on which strugnell had been working alone since 1959 the work on the fragments was eventually completed and published in 1994 qimron was the first israeli scholar on the teamduring the late 1970s and early 1980s many scholars felt frustrated at the delay in publishing the dead sea scrolls it was generally known that most of the texts had been translated but were still not available to researchers some also complained about the proprietary attitude of some of strugnells team toward the scrolls they were working on which made access to them difficult if not impossible in some caseshershel shanks of the biblical archaeology society decided that the reconstructions of the dead sea scrolls should be made available to scholars so in 1992 he published the twovolume a facsimile edition of the dead sea scrolls which included without permission material on the halakhic letter 4qmmt that qimron had been working on for some eleven years qimron had even given the document its titleqimron decided to sue the biblical archaeology society for breaching his copyright on the grounds that the research bas had published was his intellectual property as he had reconstructed about 40 of the published text such reconstruction is unique in the sense that if the original photographs had been given to a hundred different researchers a hundred different reconstructions would be made in 1993 judge dalia dorner of the israeli supreme court awarded qimron the highest compensation allowed by law for aggravation in compensation against hershel shanks and others a 2000 appeal in front of judge aharon barak and colleagues against the verdict was upheld in qimrons favor
<http://dbpedia.org/resource/Robert_Grant_Irving>,Robert Grant Irving,robert grant irving phd is an author and lecturer specializing in the history of art and architecture of britain and the british empire his book indian summer lutyens baker and imperial delhi yale university press 1981 and oxford university press 1982 is the story of the creation of new delhi from 1911 to 1931 the grandest architectural undertaking in the history of the british empire the principal architects were the two leading practitioners of the day sir edwin lutyens and sir herbert baker dr irvings book won the british council prize in the humanities as well as the highest honor of the society of architectural historians the alice davis hitchcock book awarddr irving was born in hartford connecticut of scottishcanadian parents and was educated at balliol college oxford kings college cambridge and yale university he holds degrees in history and the history of art and architecture a fellow of berkeley college at yale he has taught at yale wesleyan trinity college in hartford and the university of virginia dr irving has lectured at universities and museums on six continents he has held research grants in india africa britain and the united states including a fulbright scholarship and fellowships from the woodrow wilson national fellowship foundation american institute of indian studies american council of learned societies ernest oppenheimer memorial trust national endowment for the humanities and the john simon guggenheim memorial foundationdr irving has been a lifetime advocate and activist for historic preservationduring his studies at yale in preparation for his dissertation mr irving had been conducting research in india in 196869 mr irving had placed all his research material in two trunks that were shipped from new delhi to hartford upon his return to yale in 1969 he discovered that pan american world airways had lost his research the airline permitted mr irving to visit john f kennedy airport to search through 16 acres not 60 as stated in a news article of unclaimed luggage he was able to locate one trunk but the contents had become damaged and useless because of exposure to the weather mr irving filed a successful 15000 not 35000 as stated in a press article lawsuit in order to recoup expenses accrued on his return to india to redo his entire research and photography discovered too late to be of use the second trunk surfaced at a boston airport warehouse after more than four yearsthe completed dissertation became the basis for the awardwinning book indian summer
<http://dbpedia.org/resource/Sam_Leach_(artist)>,Sam Leach (artist),sam leach born 1973 is an emerging australian contemporary artist he was born in adelaide south australia leach worked for many years in the australian tax office after completion of a degree in economics he also completed a diploma of art bachelor of fine art degree and a master of fine art degree at rmit in melbourne victoria leach currently resides in melbourneleachs work has been exhibited in several museum shows including optimism at the queensland art gallery and neo goth at the university of queensland art museum in 2008 in 2009 the shilo project at the ian potter museum of art and horror come darkness at the macquarie university art gallery and still at hawkesbury regional gallery in 2010 his work is held in public collections of regional galleries of geelong gold coast coffs harbour newcastle and gippsland and the collections of latrobe university and the university of queensland his portrait of musical comedian tim minchin won the archibald prize one of australias most noteworthy art prizes in 2010 in the same year he won the wynne prize for his landscape proposal for landscaped cosmos in doing so he became only the third artist after william dobell and brett whiteley to win the archibald portrait prize and the wynne landscape prize in the same year the award has generated some controversy due to the similarities acknowledged by leach between his work and one by seventeenthcentury dutch artist adam pynacker
<http://dbpedia.org/resource/Patricia_Crowther_(caver)>,Patricia Crowther (caver),this article is about the cave explorer for the wiccan see patricia crowther wiccanpatricia pat p crowther born 1943 later known as patricia p wilcox is an american cave explorer and cave surveyor active in the 1960s and early 1970s she also worked as a computer programmercrowther was wellknown among kentucky cavers for her slight frame she weighed 115 pounds and her extreme dedication these two traits led her to pursue promising leads that other cavers were unwilling or unable to attempt of particular note is her traversal of a narrow canyon known as the tight spot in the portion of the flint ridge cave system underlying houchins valley the tight spot proved to be the critical juncture leading to the passages connecting mammoth cave and the flint ridge cave system both patricia crowther and her thenhusband will crowther participated in many expeditions that attempted to connect the caves she was part of the september 9 1972 expedition that discovered and surveyed the historic final connectioncrowther earned a bs degree in physics at mit where she met and married william the couple had two daughters sandy and laura and divorced in 1976 around 1977 crowther married john wilcox who had led the cave connection expeditionscrowther authored the grand kentucky junction an account of the expeditions undertaken to connect the mammoth and flint ridge cave systems
<http://dbpedia.org/resource/Katja_Herbers>,Katja Herbers,katja mira herbers dutch pronunciation ktja mira rbrs born 19 october 1980 is a dutch actress of theatre film and televisionherbers was born on 19 october 1980 in amsterdam in the netherlands she is the daughter of dutch violinist vera beths and german oboist and conductor werner herbers she had a canadian au pair and learned to speak dutch german and english while growing upherbers went to the ignatius gymnasium in amsterdam from 1993 to 1999 she studied psychology at the university of amsterdam 19992000 but stopped after a year during her studies she attended the local theatre school de trap she then went to the hb studio in new york city 20002001 and studied theatre at the theaterschool in amsterdam 20012005during her studies she played in the films peter bell 2002 and brush with fate 2003 after her graduation herbers became a member of ntgent in ghent she is currently member of the munich kammerspiele in munich and het nationale toneel in the hague she lives in munich and amsterdam in 2013 she won the guido de moor award for young talentshe performed the piece im wunderschnen monat mai with pianist conductor and composer reinbert de leeuw in 2013in february 2014 it was announced that she will play the role of the only female physicist at los alamos in the wgn americas drama series manhattan
<http://dbpedia.org/resource/Shaka_Hislop>,Shaka Hislop,neil shaka hislop cm born 22 february 1969 is a former football goalkeeper the majority of his career was spent in the top division in england where he was a part of the newcastle united team which finished second in the premier league for two successive seasons under kevin keegans first tenure before this he played for reading where he was on the losing side in the 1st division playoffs despite finishing second overall which became an automatic promotion slot the following season he later played for west ham united on two separate occasions receiving an fa cup runnerup medal during his second term in 2006 and also portsmouth where he won the 1st division in 200203he was eligible to play for both england and trinidad and tobago he initially played for the england u21 team and was on the bench for a full international against chile but in the end opted to play for trinidad tobago a dispute with the national team ruled him out of contention for several years but he returned to play and starred in the countrys first ever world cup appearance in 2006he is now working for sports news and broadcasting service espn and regularly provides commentary on eredivisie serie a and mexican liga mx matches he had also briefly worked as a goalkeeping coach for the football team at quinnipiac university
<http://dbpedia.org/resource/Martin_Iveson>,Martin Iveson,martin iveson is a british composer known for his audio work within the video games industry and better known for his contributions to the world of music releases martins music ranges from mainstream house music to deep house hiphop and nu jazz and he writes under the moniker atjazz martin also owns and runs atjazz record companyfrom his misspent youth skateboarding the frontier towns of north eastern england martin iveson arrived into the uks midland scene in the early nineties here he was to take a job at a new computer games development studio by the name of core design ltd this company is now synonymous with lara croft and the series of tomb raider gamesnot content with scoring this one of the worlds most famous video games martin left the company 13 years later to concentrate more on his own studio environment in which to channel his musical aspirations further and invite other musicians and producers to do the samethe success of his early works including his first ep story in 1996 led to the wellreceived album that something which was later licensed in japan by sonykioon in 1998 this debut album also featured cover artwork by fujio akatsuka very well known in japan for his illustrations and animated cartoons with two further albums labfunk labresults following soon after atjazz had at this time established himself as a distinct and inspirational voice in the underground music scenemartin has also been a prolific remixer throughout his career remixing and reworking songs works for artists such as nitin sawhney bob sinclar jazzanova zed bias omar to name but a few and was even requested to rework henri mancinis the pink panther returns for emi records martin is still remixing heavily as he states that remixing has helped to launch his production techniques forward and its the perfect practice pitch for trying out new ideas and breaking the mould within a diluted industry remixing helps to hone your sound and allows the producer to print their trademark into another spacemartins trademark sound has been requested on many occasions by top class vocalists including clara hill replife deborah jordan for their own artist album projects and also rubbing shoulders with some amazing musicians producers along the way martin has also teamed up with worldclass production legend charles webster as version and are working on their debut album for miso records2009 saw martin close his label mantis recordings due to harsh industry changes and from these ashes came the imprint appropriately named atjazz record company which has flown to great heights within the digital realm and has seen many fantastic and sought after releases including his 3rd long player full circle this label concentrates heavily on martins productions and collaborations atjazz record company is a new chapter for atjazz but with a continuation of his trademark soundmartin atjazz iveson is in demand across the world whether it be renowned producer sought after remixer or floor filling dj martin gives his heart to hold the soulhe cites shostakovich stravinsky john frizzell and john williams as influencers for the soundtrack of tomb raider the angel of darkness
<http://dbpedia.org/resource/Eva_Habermann>,Eva Habermann,eva felicitas habermann born january 16 1976 is a german actress who has appeared in numerous films and tv series she is best known for playing the role of zev bellringer in the television series lexx she was succeeded in her role by xenia seebergwhile studying for the german equivalent of her senior high school diploma advanced placement courses only eva received singing and dancing lessons soon after graduation she obtained her first television role in lexx she also moderated the children pumuckl tv broadcast on german tv 19951996while lexx was on hiatus between seasons 1 and 2 eva appeared in the zdf series rosa roth and the ard series the beach club as well as appearing in the rosamunde pilcher film two sisters due to scheduling conflicts she was ultimately unable to commit to the second season of the show as with a twoyear gap between the first and second seasons she accepted other projects and thus when season two was ultimately greenlit she was unavailable she was however able to free up enough time in her schedule to appear in the first two episodes allowing the writers to deal with her character properlyin 1999 she took drama lessons and played in such german tv series as the crime scene the investigators the commissioner and wild angelsin 2005 she was in the new episodes of the twentyyearold series the black forest clinic and in 2006 she was seen in the tv movie in heaven you write love differently alongside erol sanderin 2008 she played again with sander the role of olivia orourke in the film who loves promises by rebecca rymanher comedy roles included angel express 1997 fire ice and cans of beer 2001 and in the old monkey fear 2002in the clown payday 2005 she played the role of leah diehlin 2003 she was ranked no 17 in fhmgermanys 100 sexiest women
<http://dbpedia.org/resource/Steve_Castle>,Steve Castle,steve castle born 17 may 1966 in barking is a former english football midfielder who played in the football league between 1984 and 2001 he played for leyton orient in three separate spells amassing a total of 322 appearances for them castles combative style attracted the attention of liverpool boss kenny dalglish and wimbledon manager bobby gould castle was named in the pfa third division team of the year for the 199091 season a twitter poll in 2014 saw castle voted as orients greatest ever captainhe also played league football with plymouth argyle birmingham city gillingham and peterborough unitedplymouth argyle boss peter shilton was seeking a midfield general to rally his newlook squad following relegation from the second tier in 1992 on the advice of a scout he took in a game at brisbane road and left at halftime instructing argyle director denis angilley to start negotiations as he had seen enough of his target a 225000 transfer fee duly paid castle headed to home park and was promptly injured in a preseason friendly argyle fans would have to wait until late october to see their new midfield marvel in meaningful action but it turned out to be well worth the wait he scored on his debut in a 20 victory vs wigan athletic and by seasons end had notched up 12 more he continued in a similar vein the following season as argyle marched to the playoffs bagging 16 goals by christmas and eventually ending the campaign with 22 the undisputed highlight of his argyle career and one of his own personal highlights incidentally was a recordbreaking hattrick in a fine 32 win at stockport county in december 1993 his three goals in six secondhalf minutes were an astonishing feat and one that confirmed his place as a firm favourite of the fans indeed super stevie castle became home parks undisputed golden boy thanks to his barnstorming allaction style and a left foot that developed an intimate relationship with the back of the net castle was named alongside his midfield partner steve mccall in the alltime argyle xi in a poll taken on the clubs website in 2011 he was named in the pfa second division team of the year for the 199394 season before transferring to birmingham city in 1995castle joined peterborough on a free transfer as playercoach for the 199798 season and over the next three seasons he played 122 senior matches and scored 20 goals winning the playoff final at wembley in his final game he moved to leyton orient on a free for 200001 in his final season at orient castle gained his uefa a coaching licence castle retired due to a persistent knee injuryin september 2006 he became assistant manager to jimmy quinn at cambridge unitedon the 13th december 2013 he became royston town manager with his first game in charge expected to be the boxing day home fixture against top of the table dunstable town
<http://dbpedia.org/resource/Armen_Ra>,Armen Ra,armen ra is an american artist and performer of iranianarmenian descent born in tehran iran he was raised by his mother a concert pianist and his aunt an opera singer and ikebana master he taught himself to play theremin his music fuses armenian folk music with modern instrumentation along with melodic lounge standards and classical arias his concerts are known for their combination of both visual arts and his musicarmen ra has played at the united nations wiener konzerthaus mozartsaal vienna cbgbs knitting factory la mama etc joes pub boulder museum of modern art lincoln center the gershwin hotel bb king museum and dietch projects he has been featured on and appeared in cnn hbo mtv vh1 vogue the new york times the new york post the village voice rolling stone and glamourhe has performed and recorded with various bands and on many projects including a collaboration with british recording artist marc almond on the song my madness i from his 2010 release variet his debut solo cd plays the theremin released on bowl fork records in 2010 showcases many classical armenian laments and folk songs representing both armens heritage and his very first musical influence he has a cameo appearance in the film party monsterhe currently resides in hollywood californiain october 2010 armen appeared as a guest judge on the logo network show the arrangementra appeared on the cover track everyday is halloween playing the theremin for sharon needles album pg13 in 2014 he played the theremin for voltaires album raised by bats
<http://dbpedia.org/resource/David_Shaughnessy>,David Shaughnessy,david james shaughnessy also spelled shaughnessey is a britishborn television director theatre director and producer and actor he was educated at eton college and the central school of speech and drama london he started in repertory theatres all around the uk and went on to become a principal actor with the old vic theatre company in london and touring around the world he went on to perform in national tours including 18 months in godspell for producer cameron mackintosh and acted in television series and movies both in the uk and the uslater he turned to theatre and television directing then moved into producing ultimately becoming executive producer of the daytime drama the young and the restless he now directs for the bold and the beautiful on a freelance basis while developing and seen a service for actors with geoffrey wade he also provides voiceovers for films cartoons commercials and video gameshis father was alfred shaughnessy a scriptwriter he is best known for his work as writer and producer of upstairs downstairs his older brother is the actor charles shaughnessy best known as maxwell sheffield on the television show the nanny his wife is former days of our lives head writer anne schoettle david and anne live in los angeles and have three daughters amy katie and josiehe is the heir presumptive to the barony of shaughnessy which is held by his brother
<http://dbpedia.org/resource/John_Reynolds_(Canadian_politician)>,John Reynolds (Canadian politician),john douglas reynolds pc born january 19 1942 was the member of parliament for the riding of west vancouversunshine coastsea to sky country in the canadian house of commons from 1997 to 2006 he had also been an mp in the 1970s as well as a provincial politician in british columbia in the 1980s and 1990s he was first elected to parliament as a candidate of the progressive conservatives in 1972 and was reelected in 1974 he resigned in 1977 after disagreeing with joe clarks red tory policiesbeginning in 1983 he was active in the social credit party of british columbia and served as speaker of the british columbia legislative assembly and as a cabinet minister in 1986 he was a candidate at the social credit leadership convention coming in fifth he remained in provincial politics until 1991 when he was defeated in his bid for reelectionreynolds returned to parliament in 1997 as a reform mp and served as chief opposition whip he remained in this role when the reform party was folded into the canadian alliance when stockwell day faced a revolt in his caucus in 2001 and chuck strahl resigned as house leader reynolds was named in his place when day resigned as alliance leader reynolds was chosen as interim party leader and leader of the opposition and served until stephen harper was elected the new party leaderreynolds resigned as house leader on january 24 2005 but continued as mp for his riding until his retirement at the 2006 federal election he was the coordinator of the conservative campaign in british columbia on the day after the election which resulted in a conservative minority government harper asked reynolds to approach liberal minister david emerson about crossing the floor and serving as a minister in harpers government emerson eventually accepted the offer which triggered a firestorm of criticism however reynolds who had strongly criticized belinda stronachs switch from the conservatives to the liberals told a suburban vancouver newspaper that he was very happy that emerson was a conservative and claimed that the people of emersons leftleaning vancouver riding got the better end of the bargain instead of having someone in opposition he said they have someone who is a cabinet minister of a new government
<http://dbpedia.org/resource/Dean_Greig>,Dean Greig,dean greig born 31 october 1968 is a former australian rules footballer in the australian football leaguegreig played under 19s football for hawthorn in the victorian football league vfl during the 1980s captaining the team and winning its best and fairest award in 1985 despite this hawthorn did not wish to retain him and it released him at the end of 1985 he trialled a preseason at collingwood but was also not recruited to its senior listin 1990 grieg played for the ailing camberwell football club in the victorian football association he polled ten j j liston trophy votes in only nine games and camberwell coach gary brice described griegs performances as the sole shining light in a winless season which turned out to be the clubs last in the vfagrieg was subsequently recruited to the australian football league to which the vfl had changed its name in 1990 by the st kilda football club in 1991 on debut in round 21 1991 at nearly 23 years of age he compiled a league record 39 disposals 23 kicks 16 handballs against carltona strongly built midfielder he didnt progress as expected nevertheless managed some fine games with the st kilda and was noted for his creative handballin 2001 whilst playing for his suburban club scoresby he suffered a broken leg and due to the onset of gangrene following infection had his lower leg amputated after an onfield mishap
<http://dbpedia.org/resource/Maha_el-Samnah>,Maha el-Samnah,maha elsamnah born 1957 has canadian citizenship and is the widow of ahmed khadr a prominent egyptiancanadian who allegedly worked for charities for afghan refugees and was alleged to have been an alqaeda financier they had two daughters and five sons three of whom abdullah abdurahman and omar khadr attained notability in pakistan afghanistan and canada in relation to the war on terror by the united states and the george w bush administration she moved to toronto in 1977 where she met and married the egyptian immigrant ahmed khadr in 1979 in the 1980s together with her husband and first three children maha elsamnah moved to afghanistan during the soviet occupation of that country in 1995 elsamnah and her husband founded a canadian charity with a mandate to provide aid in wartorn afghanistan and pakistans federally administered tribal agencies her husband ahmad was later held by the pakistani police without charge due to suspicions that his daughters fiance may have been involved in a plot to bomb the egyptian embassy in pakistan elsamnah received canadian news coverage after pleading with canadian prime minister jean chretien on camera during a visit to pakistan to raise her husbands case with pakistani authorities she was again the subject of media coverage when her son omar khadr became the youngest detainee to be held at the guantanamo bay detention camp as of 2008 he was the last western citizen still being held there he pleaded guilty in a plea agreement in october 2010 and was sentenced to eight years in prison he was returned to canada in 2012 where he will complete the remainder of his eightyear sentence
<http://dbpedia.org/resource/James_Stewart_(American_football)>,James Stewart (American football),james ottis stewart born december 27 1971 is a retired american football running back who played nine seasons in the national football league from 19952003stewart played football at his high school of morristown west high school he played college football at the university of tennessee and in 1995 he was the second pick of the expansion jacksonville jaguars selections in the first round of the nfl draft selected 19th overall1991 190 carries for 939 yards with 8 td 18 catches for 106 yards1992 85 carries for 386 yards with 7 td 7 catches for 121 yards with 1 td1993 86 carries for 537 yards with 9 td 12 catches for 89 yards1994 170 carries for 1028 yards with 11 td 17 catches for 147 yards with 3 tdstewart played solidly for the jaguars and still holds the franchise record for the most points in a single game 30 he also holds the jacksonville jaguars franchise record for the most touchdowns in a game with 5 rushing touchdowns both these records were obtained on october 12 1997 against the philadelphia eaglesstewart became a free agent and signed with the detroit lions prior to the 2000 season in his first year playing for the lions stewart rushed for a career high 1184 yards and 10 touchdowns 2 years later he had another 1000plus yard season 1021 however he was injured and did not play in 2003 and never played again due to injuries according to coy wire stewarts injury occurred because of a bounty system established by then buffalo bills head coach gregg williams coy wire stated i shattered james stewarts shoulder and he never played again i was showered with praise for that its a shame thats how it was now i see how wrong that was buffalo news 342012stewart wore number 33 while playing at the university of tennessee and while playing for the jaguars he wore number 34 while playing for the lions
<http://dbpedia.org/resource/Fredrik_Jacobson>,Fredrik Jacobson,fredrik ulf yngve jacobson born 26 september 1974 is a swedish professional golfer who plays on the pga tour and formerly the european tourjacobson was born in kungsbacka he turned professional in 1994 and was a member of the european tour in 1995 and from 1997 to 2004 in 2003 he won his first european tour title and went on to claim two more victories that season his fourth place finish on the order of merit that year equalled anders forsbrands swedish record set in 1992 and was the first swede to win three official money events in one season on the european tour in 2004 he joined the pga tourin 2003 jacobson was the top scorer in the seve trophy collecting four and a half points out of five in 2004 he just missed out on a ryder cup place finishing one place short in both the european tour rankings and the world ranking points rankings and not being selected as a captains pickjacobson won his first pga tour title in 2011 at the travelers championship he beat ryan moore who missed a short four footer at the 72nd hole which would have gotten him into a playoff with jacobson but instead settled for a tie with john rollins one shot behind during the week jacobson went 63 holes bogeyfree until the difficult par four 10th on sunday where he made a bogey five he hit 100 of the fairways during rounds three and fourin november 2011 jacobson had his best finish ever in a world golf championship event when he finished solo 2nd at the wgchsbc champions in shanghai china jacobson had led the tournament after rounds two and three and entered the final round with a two stroke advantage over louis oosthuizen however it was a final round surge from martin kaymer that denied jacobson the german firing nine birdies on the day to post a 63 jacobson could only record a 71 to fall short by three strokesat the 2013 northern trust open jacobson had a chance to win his second pga tour title when he birdied the 15th and 16th holes in the final round to tie the lead he then missed a short birdie putt at the 17th to take the outright lead on the 72nd hole jacobson missed a fivefoot par putt which left him one shot outside of the playoffjacobson has been featured in the top 20 of the official world golf rankings
<http://dbpedia.org/resource/Anerood_Jugnauth>,Anerood Jugnauth,sir anerood jugnauth kcmg qc gcsk pc born 29 march 1930 is a mauritian politician and currently the prime minister of mauritius since december 2014 he also holds various ministerial portfolios including minister of rodrigues defence home affairs and national development unit he also serves as member of parliament mp for constituency no 7 piton riviere du rempartjugnauth has continuously except for periods 19952000 and 20122014 hold a constitutional office since 1976 he was leader of the opposition from 1976 to 1982 he served as prime minister from 1982 to 1995 and again from 2000 to 2003 he was then elected as president of mauritius and served as such from 2003 to 2012 following his partys victory in the 2014 general elections he was appointed again to serve his sixth term as prime minister by president kailash purryag on 14 december 2014he served four consecutive terms as prime minister from 1982 to 1995 and was then voted out of office from 1995 to 2000 he is the longest serving prime minister with more than 16 years of tenure thus overtaking seewoosagur ramgoolam who held the office for 14 years as leader of the militant socialist movement he became prime minister again for a fifth term after the 2000 election his alliance partner paul brenger of the mauritian militant movement succeeded him in 2003 after serving as jugnauths deputy for three years jugnauth was then elected president in 2003 often nicknamed as rambo a film character known to be unbeatable in mauritian politics he is known as such for his personality as he is the only prime minister who won four general parliamentary elections in a row those in 1982 1983 1987 1991 he is also the only mauritian who has served as leader of the opposition prime minister and president of the country he is the only prime minister to have had a sibling and his son in his own cabinet from 2000 to 2003he was called to the bar by lincolns inn he was a cabinet minister during the leadership of seewoosagur ramgoolam from 1965 up to 1969 in 1970 he moved out and went to the newly created political party of the mauritian militant movement where he eventually became its leader in 1982 he created his own political party called militant socialist movement in 1983 and was once more elected his party remained in power up to 1995 in 2000 he was once more elected prime minister and served until 2003 when he was sworn into the presidency from the beginning of his first mandate as prime minister he expressed his countrys readiness to establish strong economic ties particularly in creating technologybased projects with economic feasibility jugnauth is credited with the legacy of mauritius economic miracle of the 1980s a set of policies such as the revitalization of the dutyfree trade zone and establishing mauritius as a leader in textiles production which allowed the island to develop an economic presence in the regionhe founded the militant socialist movement party in 1983 he was honoured with pravasi bharatiya samman awards for his continued support for indias causes and concerns and for strengthening indias relationship with mauritius he has expressed his countrys readiness to establish strong economic ties particularly in creating technologybased projectshe was made queens counsel in 1980 and was made a member her majestys most honourable privy council in 1983 he was knighted by queen elizabeth ii in 1988 when mauritius was still a commonwealth realm and the queen was nominal head of state therefore he still uses his formal title of sir anerood and also the prefix used by privy councillors the right honourable his name is often abbreviated as saj being the initials of sir anerood jugnauthfollowing his resignation as president on 30 march 2012 due to major disagreement with the members of the government he led the main opposition coalition msmmmm from 2012 to mid2014however in april 2014 paul berenger announced the dissolution of the coalition due to major disagreement within both parties later berenger announced a coalition between the labour party and the mauritian militant movement jugnauth is since then leading the opposition team composed of the militant socialist movement pmsd and the ml which is a breakaway group of individuals who resigned from the mmm due to the coalition with the labour party jugnauths alliance known as lalliance lepep won the 2014 general elections
<http://dbpedia.org/resource/Khalid_Khannouchi>,Khalid Khannouchi,khalid khannouchi arabic born september 12 1971 is a moroccan american marathoner he was born in meknes morocco he is the former world record holder for the marathon and held the former road world best for the 20 km distance he is one of only five men to break the marathon world record more than once and one of only four to break their own marathon world record the others are jim peters derek clayton and haile gebrselassiekhalid fell out with the moroccan athletics federation over training expenses and moved to brooklyn new york city in 1992 with three of his friends he married american sandra inoa in 1996 who now coaches him and acts as his agent they set up home in ossining new york he became a naturalized citizen of the united states on may 2 2000as of 2013 khalid holds the american record for the marathon with a time of 20538 at the london marathon in 2002 ryan hall ran faster in 2011 20458 but that was in the pointtopoint boston marathon considered an assisted course because of the elevation dropkhannouchi officially retired on march 27th 2012 due to reoccurring foot injuries since 2003 khannouchi stated it was really my feet that betrayed me every time i go and try to push hard i get the pain and soreness again i cant train hard and if you cant train at a certain level where you can be competitive its not worth it to keep wasting time
<http://dbpedia.org/resource/Juan_Pablo_Montoya>,Juan Pablo Montoya,juan pablo montoya roldn born september 20 1975 is a colombian racing driver he is one of the few drivers to have participated in nascar formula one cart and irl after a sevenyear stint in the nascar sprint cup series with chip ganassi racing he returned to the verizon indycar series in 2014 driving for team penskethe highlights of his career include winning the international f3000 championship in 1998 and the cart fedex championship series in 1999 as well as victories in some of the most prestigious races in the world he is the only driver to have won the premier north american openwheel cart title the indianapolis 500 and the 24 hours of daytona all at the first attempt montoya is one of two drivers to have won the cart title in his rookie year the first being formula one world champion nigel mansell in 1993 he has also equaled graham hills feat of being a monaco grand prix and indianapolis 500 race winner montoya is one of two active drivers along with jacques villeneuve who has won two legs of the triple crown of motorsportmontoya has also become a crossover race winner by winning races starting in each case in his rookie year in formula one cart indycar grandam and nascar equaling in that respect mario andrettis caliber of success except for the f1 world championship and shares honors as well with dan gurney in being a race winner in indycarf1nascarin october 2009 montoya was ranked 30th in a list of the top 50 formula one drivers of all time by times online
